batch,seed,policy,policy_label,n,selected_gpi_mean,selected_gpi_sd,selected_gpi_ci95,selected_gpi_median,selected_gpi_q05,selected_gpi_q95,selected_synthetic_utility_mean,selected_synthetic_utility_sd,selected_synthetic_utility_ci95,selected_synthetic_utility_median,selected_synthetic_utility_q05,selected_synthetic_utility_q95,selected_oracle_regret_mean,selected_oracle_regret_sd,selected_oracle_regret_ci95,selected_oracle_regret_median,selected_oracle_regret_q05,selected_oracle_regret_q95,oracle_best_hit_mean,oracle_best_hit_sd,oracle_best_hit_ci95,oracle_best_hit_median,oracle_best_hit_q05,oracle_best_hit_q95,oracle_top2_hit_mean,oracle_top2_hit_sd,oracle_top2_hit_ci95,oracle_top2_hit_median,oracle_top2_hit_q05,oracle_top2_hit_q95
18,20262339,evidence_only,Evidence only,500,0.486981,0.037561,0.003292,0.485703,0.425402,0.546489,0.623617,0.066791,0.005855,0.628653,0.508715,0.723520,0.012666,0.026533,0.002326,0.000000,0.000000,0.071632,0.706000,0.456048,0.039974,1,0,1,0.928000,0.258747,0.022680,1,0,1
18,20262339,evidence_role,Evidence + role,500,0.551505,0.035726,0.003132,0.552430,0.496012,0.612379,0.623995,0.068565,0.006010,0.628653,0.499608,0.732484,0.012288,0.027253,0.002389,0.000000,0.000000,0.067568,0.706000,0.456048,0.039974,1,0,1,0.916000,0.277666,0.024338,1,0,1
18,20262339,evidence_critique,Evidence + critique,500,0.533814,0.034481,0.003022,0.532693,0.479376,0.587657,0.624304,0.067406,0.005908,0.630583,0.509798,0.730419,0.011979,0.025991,0.002278,0.000000,0.000000,0.063875,0.702000,0.457838,0.040131,1,0,1,0.914000,0.280645,0.024600,1,0,1
18,20262339,full_framework,Full framework,500,0.642045,0.034072,0.002987,0.641473,0.583022,0.697698,0.625089,0.067223,0.005892,0.630041,0.501787,0.728760,0.011194,0.025042,0.002195,0.000000,0.000000,0.058113,0.726000,0.446456,0.039134,1,0,1,0.942000,0.233978,0.020509,1,0,1
19,20262376,direct_llm,Direct-generation proxy,500,0.387684,0.036365,0.003188,0.383772,0.334730,0.449980,0.626395,0.062889,0.005512,0.627458,0.519008,0.729569,0.011953,0.024404,0.002139,0.000000,0.000000,0.067435,0.682000,0.466166,0.040861,1,0,1,0.918000,0.274639,0.024073,1,0,1
19,20262376,evidence_only,Evidence only,500,0.488547,0.036597,0.003208,0.489046,0.425627,0.545908,0.625585,0.063938,0.005604,0.624872,0.512185,0.733247,0.012764,0.026625,0.002334,0.000000,0.000000,0.073972,0.690000,0.462956,0.040580,1,0,1,0.912000,0.283579,0.024857,1,0,1
19,20262376,evidence_role,Evidence + role,500,0.551965,0.036396,0.003190,0.551018,0.496048,0.616069,0.625004,0.064617,0.005664,0.626300,0.517721,0.730325,0.013345,0.028890,0.002532,0.000000,0.000000,0.079449,0.692000,0.462129,0.040507,1,0,1,0.882000,0.322931,0.028306,1,0,1
19,20262376,evidence_critique,Evidence + critique,500,0.533787,0.033471,0.002934,0.533858,0.478252,0.589274,0.626972,0.062643,0.005491,0.629161,0.520748,0.730325,0.011377,0.024395,0.002138,0.000000,0.000000,0.070775,0.702000,0.457838,0.040131,1,0,1,0.944000,0.230152,0.020174,1,0,1
19,20262376,full_framework,Full framework,500,0.640956,0.031798,0.002787,0.641351,0.590071,0.693606,0.626071,0.061842,0.005421,0.624859,0.525756,0.729569,0.012278,0.024752,0.002170,0.000000,0.000000,0.069340,0.684000,0.465379,0.040792,1,0,1,0.912000,0.283579,0.024857,1,0,1
20,20262413,direct_llm,Direct-generation proxy,500,0.382650,0.036386,0.003189,0.380763,0.326642,0.444818,0.621743,0.066796,0.005855,0.623030,0.505201,0.726321,0.011435,0.026707,0.002341,0.000000,0.000000,0.067704,0.726000,0.446456,0.039134,1,0,1,0.930000,0.255403,0.022387,1,0,1
20,20262413,evidence_only,Evidence only,500,0.486075,0.039291,0.003444,0.483987,0.421403,0.548907,0.620968,0.067073,0.005879,0.624625,0.504511,0.723905,0.012210,0.026366,0.002311,0.000000,0.000000,0.075069,0.712000,0.453285,0.039732,1,0,1,0.920000,0.271565,0.023804,1,0,1
20,20262413,evidence_role,Evidence + role,500,0.551236,0.036967,0.003240,0.549240,0.490734,0.613281,0.621867,0.067075,0.005879,0.622034,0.506251,0.726321,0.011311,0.024489,0.002147,0.000000,0.000000,0.067374,0.720000,0.449449,0.039396,1,0,1,0.924000,0.265264,0.023251,1,0,1
20,20262413,evidence_critique,Evidence + critique,500,0.534900,0.036512,0.003200,0.532991,0.476284,0.595329,0.622584,0.063760,0.005589,0.623046,0.515033,0.723388,0.010595,0.023632,0.002071,0.000000,0.000000,0.057795,0.724000,0.447464,0.039222,1,0,1,0.914000,0.280645,0.024600,1,0,1
20,20262413,full_framework,Full framework,500,0.639159,0.034021,0.002982,0.637997,0.581919,0.692548,0.624127,0.064158,0.005624,0.625623,0.515741,0.725174,0.009052,0.020327,0.001782,0.000000,0.000000,0.055920,0.742000,0.437972,0.038390,1,0,1,0.930000,0.255403,0.022387,1,0,1
