batch,seed,policy,policy_label,n,selected_gpi_mean,selected_gpi_sd,selected_gpi_ci95,selected_gpi_median,selected_gpi_q05,selected_gpi_q95,selected_synthetic_utility_mean,selected_synthetic_utility_sd,selected_synthetic_utility_ci95,selected_synthetic_utility_median,selected_synthetic_utility_q05,selected_synthetic_utility_q95,selected_oracle_regret_mean,selected_oracle_regret_sd,selected_oracle_regret_ci95,selected_oracle_regret_median,selected_oracle_regret_q05,selected_oracle_regret_q95,oracle_best_hit_mean,oracle_best_hit_sd,oracle_best_hit_ci95,oracle_best_hit_median,oracle_best_hit_q05,oracle_best_hit_q95,oracle_top2_hit_mean,oracle_top2_hit_sd,oracle_top2_hit_ci95,oracle_top2_hit_median,oracle_top2_hit_q05,oracle_top2_hit_q95
18,20264339,evidence_only,Evidence only,500,0.484795,0.035510,0.003113,0.485825,0.424139,0.542284,0.620153,0.064475,0.005651,0.621771,0.508121,0.724691,0.014703,0.029881,0.002619,0.000000,0.000000,0.086300,0.684000,0.465379,0.040792,1,0,1,0.890000,0.313203,0.027453,1,0,1
18,20264339,evidence_role,Evidence + role,500,0.553465,0.035698,0.003129,0.550563,0.496072,0.613128,0.624348,0.063019,0.005524,0.624195,0.521186,0.723884,0.010508,0.024188,0.002120,0.000000,0.000000,0.061303,0.720000,0.449449,0.039396,1,0,1,0.932000,0.251998,0.022089,1,0,1
18,20264339,evidence_critique,Evidence + critique,500,0.533843,0.035003,0.003068,0.531625,0.478052,0.593238,0.623791,0.063371,0.005555,0.623617,0.511167,0.726778,0.011065,0.023185,0.002032,0.000000,0.000000,0.060082,0.690000,0.462956,0.040580,1,0,1,0.926000,0.262033,0.022968,1,0,1
18,20264339,full_framework,Full framework,500,0.640913,0.033192,0.002909,0.640045,0.588542,0.694202,0.624987,0.061329,0.005376,0.625656,0.524230,0.723884,0.009869,0.022949,0.002012,0.000000,0.000000,0.061776,0.734000,0.442307,0.038770,1,0,1,0.934000,0.248531,0.021785,1,0,1
19,20264376,direct_llm,Direct-generation proxy,500,0.386130,0.037443,0.003282,0.386682,0.322705,0.448150,0.625602,0.064067,0.005616,0.627910,0.518664,0.719635,0.011547,0.025039,0.002195,0.000000,0.000000,0.071028,0.726000,0.446456,0.039134,1,0,1,0.916000,0.277666,0.024338,1,0,1
19,20264376,evidence_only,Evidence only,500,0.488761,0.035846,0.003142,0.488803,0.426056,0.542275,0.623571,0.066783,0.005854,0.627294,0.495795,0.720342,0.013578,0.028928,0.002536,0.000000,0.000000,0.080328,0.704000,0.456948,0.040053,1,0,1,0.904000,0.294886,0.025848,1,0,1
19,20264376,evidence_role,Evidence + role,500,0.554140,0.037802,0.003313,0.553577,0.494230,0.617247,0.624275,0.063719,0.005585,0.626698,0.511999,0.718847,0.012874,0.026453,0.002319,0.000000,0.000000,0.069630,0.692000,0.462129,0.040507,1,0,1,0.910000,0.286468,0.025110,1,0,1
19,20264376,evidence_critique,Evidence + critique,500,0.536795,0.035850,0.003142,0.537156,0.476418,0.597469,0.625667,0.064372,0.005642,0.628698,0.513828,0.720342,0.011482,0.023988,0.002103,0.000000,0.000000,0.066013,0.708000,0.455138,0.039895,1,0,1,0.922000,0.268440,0.023530,1,0,1
19,20264376,full_framework,Full framework,500,0.641838,0.033160,0.002907,0.642053,0.586229,0.693521,0.627260,0.063028,0.005525,0.631147,0.516146,0.719635,0.009889,0.021746,0.001906,0.000000,0.000000,0.060333,0.716000,0.451388,0.039566,1,0,1,0.932000,0.251998,0.022089,1,0,1
20,20264413,direct_llm,Direct-generation proxy,500,0.387854,0.037745,0.003309,0.385675,0.331990,0.450451,0.626745,0.061895,0.005425,0.631524,0.510377,0.724183,0.010667,0.024173,0.002119,0.000000,0.000000,0.069406,0.722000,0.448462,0.039309,1,0,1,0.920000,0.271565,0.023804,1,0,1
20,20264413,evidence_only,Evidence only,500,0.488379,0.036265,0.003179,0.487135,0.430607,0.549725,0.624875,0.064962,0.005694,0.629032,0.508230,0.724567,0.012536,0.026245,0.002300,0.000000,0.000000,0.069738,0.690000,0.462956,0.040580,1,0,1,0.906000,0.292121,0.025606,1,0,1
20,20264413,evidence_role,Evidence + role,500,0.554214,0.034983,0.003066,0.552110,0.493522,0.612491,0.624675,0.061655,0.005404,0.628003,0.516070,0.723490,0.012736,0.027429,0.002404,0.000000,0.000000,0.073265,0.704000,0.456948,0.040053,1,0,1,0.912000,0.283579,0.024857,1,0,1
20,20264413,evidence_critique,Evidence + critique,500,0.534523,0.032202,0.002823,0.532643,0.483143,0.589901,0.626449,0.061758,0.005413,0.630330,0.516070,0.724183,0.010962,0.025837,0.002265,0.000000,0.000000,0.069829,0.732000,0.443361,0.038862,1,0,1,0.922000,0.268440,0.023530,1,0,1
20,20264413,full_framework,Full framework,500,0.642082,0.033275,0.002917,0.640510,0.588529,0.695731,0.627603,0.060062,0.005265,0.631471,0.523046,0.724183,0.009809,0.022871,0.002005,0.000000,0.000000,0.060589,0.736000,0.441241,0.038676,1,0,1,0.924000,0.265264,0.023251,1,0,1
