scenario_id,profile,complexity,uncertainty,time_pressure,n_claims,n_coas
2599,anti_uav,6,0.378042,0.619548,61,3
2600,conflict_event,7,0.784633,0.606557,68,4
2601,conflict_event,4,0.773056,0.598481,45,3
2602,anti_uav,6,0.430268,0.504611,59,5
2603,humanitarian_c2,4,0.615773,0.216843,43,3
2604,anti_uav,6,0.367355,0.467885,62,4
2605,anti_uav,8,0.528762,0.447936,74,4
2606,conflict_event,8,0.712431,0.339659,70,5
2607,conflict_event,6,0.729106,0.484341,56,3
2608,anti_uav,9,0.799445,0.312790,73,4
2609,anti_uav,7,0.821715,0.441551,67,3
2610,anti_uav,6,0.518613,0.650667,63,4
2611,conflict_event,7,0.480999,0.762246,61,5
2612,conflict_event,6,0.646567,0.663592,60,5
2613,humanitarian_c2,7,0.741221,0.484325,62,3
2614,anti_uav,8,0.678719,0.466603,69,3
2615,conflict_event,6,0.637974,0.633723,57,3
2616,humanitarian_c2,4,0.697917,0.612920,42,3
2617,anti_uav,9,0.842613,0.217349,75,5
2618,anti_uav,5,0.884129,0.582358,53,5
2619,anti_uav,8,0.590940,0.650802,71,3
2620,conflict_event,9,0.750210,0.718055,73,3
2621,anti_uav,9,0.399863,0.321365,75,5
2622,humanitarian_c2,4,0.355974,0.533294,46,4
2623,humanitarian_c2,3,0.599453,0.279559,40,4
2624,anti_uav,4,0.835719,0.452886,42,3
2625,conflict_event,6,0.906000,0.393550,62,3
2626,conflict_event,4,0.798208,0.793988,44,3
2627,conflict_event,8,0.725975,0.310795,69,4
2628,humanitarian_c2,4,0.738637,0.297498,51,4
2629,anti_uav,7,0.470943,0.795966,65,3
2630,humanitarian_c2,8,0.306417,0.513299,71,3
2631,conflict_event,7,0.471300,0.641528,61,3
2632,anti_uav,6,0.541224,0.687227,60,4
2633,anti_uav,8,0.432167,0.590214,70,3
2634,anti_uav,5,0.642951,0.304747,52,5
2635,humanitarian_c2,7,0.424096,0.336479,60,4
2636,humanitarian_c2,8,0.357030,0.814448,71,5
2637,humanitarian_c2,8,0.295659,0.431065,72,3
2638,anti_uav,5,0.906468,0.669509,50,4
2639,anti_uav,9,0.722406,0.394202,72,4
2640,anti_uav,6,0.393592,0.735727,62,5
2641,humanitarian_c2,5,0.611133,0.635857,53,4
2642,anti_uav,8,0.365830,0.782390,76,4
2643,anti_uav,5,0.685010,0.456213,59,4
2644,anti_uav,6,0.462145,0.790882,55,5
2645,anti_uav,7,0.450509,0.432954,60,4
2646,conflict_event,8,0.592534,0.543736,70,4
2647,humanitarian_c2,5,0.355656,0.806449,54,3
2648,anti_uav,5,0.494461,0.414414,50,3
2649,anti_uav,4,0.659885,0.299609,53,5
2650,anti_uav,9,0.902809,0.255153,76,5
2651,humanitarian_c2,6,0.724139,0.534450,59,4
2652,humanitarian_c2,4,0.777466,0.789676,51,4
2653,humanitarian_c2,4,0.735142,0.695744,52,3
2654,conflict_event,8,0.659378,0.257501,74,4
2655,conflict_event,7,0.730199,0.733570,60,3
2656,humanitarian_c2,4,0.495449,0.730766,42,5
2657,conflict_event,4,0.893432,0.655736,48,3
2658,humanitarian_c2,3,0.594338,0.610565,39,3
2659,humanitarian_c2,3,0.656554,0.656684,45,4
2660,humanitarian_c2,4,0.766747,0.648179,48,4
2661,conflict_event,7,0.440749,0.658955,70,4
2662,conflict_event,8,0.474363,0.628826,76,4
2663,anti_uav,9,0.587816,0.294473,80,3
2664,anti_uav,7,0.780571,0.357585,65,4
2665,humanitarian_c2,7,0.714785,0.761471,62,5
2666,humanitarian_c2,8,0.539272,0.770512,74,5
2667,anti_uav,7,0.508571,0.394192,64,5
2668,humanitarian_c2,3,0.406940,0.676941,40,4
2669,humanitarian_c2,6,0.385274,0.593040,60,4
2670,conflict_event,8,0.824171,0.449890,67,5
2671,humanitarian_c2,5,0.500327,0.538299,57,4
2672,anti_uav,6,0.780610,0.470151,55,3
2673,conflict_event,5,0.788254,0.537475,49,4
2674,anti_uav,8,0.361940,0.697929,76,4
2675,anti_uav,5,0.385310,0.213956,59,5
2676,conflict_event,8,0.667633,0.713287,68,3
2677,conflict_event,8,0.656181,0.670393,74,4
2678,anti_uav,4,0.424919,0.755438,53,3
2679,anti_uav,8,0.711630,0.589563,73,4
2680,conflict_event,7,0.441740,0.279169,61,5
2681,conflict_event,5,0.736026,0.599977,51,5
2682,conflict_event,8,0.435269,0.635819,67,4
2683,anti_uav,4,0.431838,0.669646,42,3
2684,conflict_event,4,0.942600,0.337596,49,4
2685,humanitarian_c2,4,0.525460,0.748051,52,4
2686,humanitarian_c2,5,0.776815,0.246694,48,4
2687,conflict_event,9,0.652287,0.378772,83,3
2688,conflict_event,6,0.619109,0.700795,57,5
2689,conflict_event,4,0.445740,0.328479,42,5
2690,humanitarian_c2,4,0.456152,0.297296,53,4
2691,anti_uav,7,0.443464,0.782047,61,5
2692,anti_uav,9,0.479016,0.632744,82,4
2693,anti_uav,8,0.681535,0.506007,77,4
2694,humanitarian_c2,7,0.665380,0.525177,63,3
2695,humanitarian_c2,4,0.702185,0.234912,44,4
2696,conflict_event,7,0.478800,0.615738,66,5
2697,anti_uav,5,0.390682,0.710927,54,5
2698,humanitarian_c2,8,0.419149,0.489198,70,5
2699,anti_uav,6,0.813659,0.555731,64,4
2700,anti_uav,9,0.638198,0.410831,73,3
2701,conflict_event,4,0.770502,0.724516,51,4
2702,conflict_event,4,0.549443,0.462815,48,4
2703,humanitarian_c2,3,0.616148,0.453924,47,5
2704,conflict_event,8,0.895374,0.650876,77,3
2705,conflict_event,6,0.852294,0.564483,59,3
2706,humanitarian_c2,5,0.390035,0.272936,48,4
2707,humanitarian_c2,5,0.598126,0.698266,52,5
2708,humanitarian_c2,3,0.437453,0.224543,42,5
2709,anti_uav,5,0.745435,0.260279,52,4
2710,conflict_event,8,0.815258,0.351824,76,4
2711,anti_uav,4,0.861269,0.232933,48,4
2712,humanitarian_c2,7,0.345123,0.799347,70,4
2713,conflict_event,8,0.437844,0.513401,73,4
2714,conflict_event,7,0.851694,0.459153,64,3
2715,humanitarian_c2,7,0.634407,0.729701,62,4
2716,humanitarian_c2,3,0.342529,0.657665,38,3
2717,conflict_event,5,0.517366,0.402775,54,5
2718,conflict_event,9,0.862331,0.234801,72,4
2719,conflict_event,4,0.622675,0.212768,47,4
2720,humanitarian_c2,7,0.509454,0.355273,66,5
2721,conflict_event,8,0.499864,0.677874,73,3
2722,humanitarian_c2,8,0.421243,0.742809,75,3
2723,anti_uav,4,0.758796,0.637738,42,5
2724,humanitarian_c2,4,0.784882,0.288584,42,3
2725,anti_uav,4,0.745128,0.237462,44,5
2726,conflict_event,8,0.846358,0.582980,73,4
2727,anti_uav,8,0.866147,0.638361,66,5
2728,conflict_event,9,0.816115,0.201653,79,3
2729,anti_uav,4,0.441996,0.521051,48,3
2730,humanitarian_c2,8,0.825181,0.815947,73,4
2731,conflict_event,4,0.617112,0.406468,53,4
2732,humanitarian_c2,8,0.534033,0.718033,76,4
2733,conflict_event,6,0.859880,0.598939,61,4
2734,humanitarian_c2,5,0.537240,0.506793,52,3
2735,conflict_event,9,0.651350,0.706355,82,3
2736,anti_uav,6,0.654369,0.792932,61,3
2737,anti_uav,9,0.705635,0.318856,73,5
2738,conflict_event,5,0.607134,0.523741,57,3
2739,conflict_event,7,0.474855,0.322506,67,3
2740,humanitarian_c2,3,0.817222,0.348251,46,5
2741,conflict_event,9,0.880721,0.601855,80,4
2742,humanitarian_c2,6,0.520416,0.345585,55,5
2743,conflict_event,7,0.914179,0.271408,63,3
2744,humanitarian_c2,4,0.338828,0.578238,46,4
2745,conflict_event,9,0.482439,0.248638,81,5
2746,anti_uav,8,0.888339,0.428870,76,3
2747,anti_uav,5,0.791930,0.632256,54,4
2748,humanitarian_c2,7,0.497477,0.258562,60,3
2749,anti_uav,5,0.506301,0.634838,56,3
2750,anti_uav,8,0.484426,0.519654,67,5
2751,humanitarian_c2,5,0.644109,0.206089,53,3
2752,conflict_event,7,0.860185,0.705250,61,4
2753,humanitarian_c2,3,0.729442,0.254176,46,4
2754,conflict_event,4,0.478876,0.326415,43,5
2755,conflict_event,5,0.712310,0.795943,59,5
2756,conflict_event,5,0.761903,0.550219,50,4
2757,humanitarian_c2,5,0.595593,0.314051,49,4
2758,humanitarian_c2,5,0.697738,0.683194,53,5
2759,anti_uav,5,0.449726,0.714314,51,5
2760,conflict_event,5,0.689670,0.440496,50,3
2761,anti_uav,5,0.743905,0.510424,55,5
2762,humanitarian_c2,4,0.756589,0.391560,53,4
2763,conflict_event,5,0.534796,0.608923,57,5
2764,anti_uav,5,0.449713,0.475124,52,5
2765,anti_uav,5,0.465466,0.307030,51,5
2766,anti_uav,8,0.534616,0.601966,66,3
2767,humanitarian_c2,4,0.657043,0.774863,47,3
2768,anti_uav,9,0.777280,0.724122,83,3
2769,anti_uav,5,0.559776,0.472951,56,3
2770,conflict_event,8,0.491270,0.305309,75,4
2771,conflict_event,8,0.757483,0.216244,75,5
2772,anti_uav,5,0.858276,0.773807,49,3
2773,anti_uav,6,0.365681,0.568664,54,3
2774,conflict_event,7,0.892460,0.417448,63,5
2775,humanitarian_c2,6,0.299011,0.457756,59,5
2776,anti_uav,7,0.770701,0.749378,70,5
2777,humanitarian_c2,7,0.361250,0.452521,66,4
2778,humanitarian_c2,4,0.601190,0.545532,48,4
2779,conflict_event,6,0.681769,0.521384,63,4
2780,humanitarian_c2,8,0.368909,0.770265,68,3
2781,conflict_event,8,0.526363,0.718971,77,4
2782,conflict_event,9,0.650733,0.800243,82,4
2783,conflict_event,7,0.826231,0.217627,70,5
2784,conflict_event,4,0.458723,0.778909,49,5
2785,humanitarian_c2,7,0.699512,0.607038,62,4
2786,anti_uav,9,0.875980,0.404401,78,5
2787,conflict_event,9,0.454997,0.488180,82,4
2788,humanitarian_c2,8,0.549475,0.408795,72,4
2789,humanitarian_c2,5,0.562714,0.379781,50,5
2790,anti_uav,9,0.708773,0.616887,82,4
2791,anti_uav,4,0.741262,0.721335,50,5
2792,conflict_event,4,0.866295,0.218099,46,4
2793,conflict_event,9,0.565794,0.608972,74,3
2794,anti_uav,9,0.777978,0.457512,74,3
2795,humanitarian_c2,4,0.769272,0.767486,52,3
2796,conflict_event,5,0.760656,0.670580,59,3
2797,humanitarian_c2,5,0.469671,0.465344,59,4
2798,anti_uav,6,0.879488,0.568596,58,5
2799,anti_uav,4,0.836012,0.714070,45,3
2800,conflict_event,4,0.771601,0.579461,49,5
2801,conflict_event,8,0.852805,0.262038,66,3
2802,conflict_event,8,0.925411,0.455871,76,5
2803,anti_uav,9,0.449250,0.339551,78,5
2804,conflict_event,7,0.881206,0.539786,68,3
2805,humanitarian_c2,7,0.626133,0.422931,66,5
2806,conflict_event,8,0.815255,0.324280,68,3
2807,humanitarian_c2,7,0.800350,0.235154,66,3
2808,conflict_event,4,0.541224,0.654115,52,5
2809,conflict_event,7,0.588019,0.437541,67,3
2810,conflict_event,9,0.418316,0.487048,82,3
2811,anti_uav,5,0.892829,0.520867,48,5
2812,anti_uav,4,0.517992,0.608786,42,3
2813,conflict_event,4,0.784426,0.404559,51,4
2814,conflict_event,6,0.688180,0.443673,59,4
2815,conflict_event,5,0.654508,0.513065,57,5
2816,anti_uav,7,0.682900,0.288717,69,4
2817,humanitarian_c2,3,0.288487,0.558062,42,4
2818,conflict_event,5,0.802829,0.708937,54,5
2819,conflict_event,6,0.499457,0.584583,65,3
2820,anti_uav,4,0.651002,0.569741,48,3
2821,conflict_event,5,0.922078,0.509704,58,3
2822,humanitarian_c2,5,0.558952,0.445287,51,3
2823,humanitarian_c2,3,0.809047,0.535207,38,4
2824,humanitarian_c2,4,0.753487,0.805519,50,3
2825,anti_uav,7,0.467338,0.816077,67,3
2826,anti_uav,8,0.414980,0.818423,70,4
2827,conflict_event,5,0.483711,0.278547,58,3
2828,anti_uav,9,0.502681,0.537047,78,4
2829,conflict_event,5,0.523908,0.548710,53,3
2830,anti_uav,9,0.570714,0.750592,78,3
2831,humanitarian_c2,7,0.483477,0.676817,64,5
2832,anti_uav,9,0.882052,0.673430,75,4
2833,conflict_event,7,0.609439,0.763373,61,5
2834,humanitarian_c2,6,0.601076,0.447842,65,5
2835,conflict_event,8,0.716309,0.598866,75,3
2836,anti_uav,8,0.480770,0.414863,73,5
2837,anti_uav,5,0.794040,0.690975,54,5
2838,anti_uav,4,0.414197,0.666963,45,4
2839,conflict_event,7,0.434467,0.647481,62,3
2840,humanitarian_c2,3,0.423960,0.558085,37,3
2841,humanitarian_c2,8,0.652858,0.675765,76,4
2842,humanitarian_c2,7,0.378498,0.705172,71,5
2843,conflict_event,9,0.620212,0.570193,73,5
2844,conflict_event,6,0.438131,0.522154,65,5
2845,anti_uav,5,0.492974,0.483296,56,5
2846,humanitarian_c2,6,0.477545,0.493994,55,3
2847,conflict_event,7,0.504942,0.236447,62,5
2848,anti_uav,7,0.764968,0.759856,63,3
2849,anti_uav,6,0.622088,0.743670,57,4
2850,humanitarian_c2,3,0.399758,0.275386,43,4
2851,anti_uav,9,0.680205,0.643459,79,5
2852,humanitarian_c2,4,0.620485,0.772979,53,5
2853,humanitarian_c2,8,0.367360,0.635278,73,4
2854,conflict_event,7,0.720304,0.673992,69,4
2855,conflict_event,7,0.434559,0.700368,60,5
2856,conflict_event,5,0.648384,0.356604,57,3
2857,conflict_event,8,0.804894,0.633784,67,3
2858,humanitarian_c2,4,0.656256,0.561712,49,3
2859,humanitarian_c2,3,0.566553,0.791071,47,3
2860,conflict_event,5,0.784313,0.429920,57,4
2861,conflict_event,4,0.622154,0.215071,44,3
2862,humanitarian_c2,5,0.421774,0.311487,53,3
2863,humanitarian_c2,4,0.343871,0.520322,45,4
2864,humanitarian_c2,7,0.420299,0.556409,70,4
2865,conflict_event,6,0.483331,0.348581,58,3
2866,anti_uav,7,0.720417,0.449052,66,4
2867,anti_uav,6,0.836378,0.537384,64,4
2868,conflict_event,5,0.924453,0.327697,48,4
2869,conflict_event,5,0.683731,0.565767,52,4
2870,conflict_event,8,0.935341,0.561322,76,3
2871,conflict_event,5,0.633041,0.615088,56,3
2872,conflict_event,9,0.426769,0.326385,76,5
2873,humanitarian_c2,3,0.433158,0.320526,41,4
2874,humanitarian_c2,6,0.617749,0.284117,55,5
2875,humanitarian_c2,6,0.419987,0.801853,58,3
2876,anti_uav,9,0.449522,0.216778,75,5
2877,anti_uav,9,0.546881,0.704164,80,4
2878,humanitarian_c2,3,0.287347,0.369394,42,5
2879,anti_uav,6,0.448671,0.545640,63,5
2880,anti_uav,9,0.674205,0.466951,83,5
2881,conflict_event,5,0.543003,0.351703,59,5
2882,anti_uav,4,0.791486,0.248573,47,3
2883,humanitarian_c2,7,0.617133,0.613820,62,4
2884,humanitarian_c2,4,0.695364,0.279659,46,4
2885,conflict_event,5,0.812146,0.297968,55,4
2886,conflict_event,4,0.479999,0.792011,48,3
2887,anti_uav,9,0.576409,0.364012,75,4
2888,humanitarian_c2,8,0.721500,0.245538,71,4
2889,conflict_event,6,0.415457,0.509371,55,5
2890,anti_uav,8,0.618988,0.500581,68,4
2891,anti_uav,7,0.688821,0.470765,64,3
2892,anti_uav,9,0.503086,0.553946,72,4
2893,anti_uav,4,0.422654,0.596414,44,5
2894,humanitarian_c2,7,0.534857,0.445152,60,3
2895,humanitarian_c2,5,0.723502,0.233737,59,3
2896,conflict_event,4,0.837554,0.271855,42,4
2897,humanitarian_c2,4,0.668327,0.452383,46,3
2898,anti_uav,7,0.384141,0.399776,64,4
2899,anti_uav,7,0.491421,0.540908,64,5
2900,anti_uav,9,0.720036,0.729787,77,5
2901,humanitarian_c2,7,0.663903,0.803755,61,3
2902,anti_uav,6,0.825361,0.214484,61,5
2903,anti_uav,8,0.844036,0.225008,72,3
2904,conflict_event,9,0.565783,0.608988,80,5
2905,anti_uav,4,0.648665,0.775525,44,5
2906,humanitarian_c2,3,0.573013,0.805192,42,5
2907,conflict_event,7,0.745002,0.433530,70,4
2908,conflict_event,7,0.592288,0.545651,65,5
2909,conflict_event,7,0.922415,0.226968,65,5
2910,conflict_event,9,0.478899,0.780616,78,4
2911,conflict_event,7,0.932199,0.346660,62,4
2912,humanitarian_c2,4,0.497734,0.321436,52,5
2913,humanitarian_c2,7,0.504413,0.548859,62,4
2914,anti_uav,9,0.703942,0.347761,82,3
2915,humanitarian_c2,3,0.818190,0.331465,37,3
2916,humanitarian_c2,4,0.368083,0.309678,52,4
2917,humanitarian_c2,4,0.805787,0.644825,49,3
2918,humanitarian_c2,4,0.394066,0.774570,50,3
2919,anti_uav,7,0.607599,0.295845,69,4
2920,conflict_event,8,0.545620,0.588434,71,5
2921,humanitarian_c2,4,0.612009,0.651298,44,3
2922,conflict_event,6,0.758647,0.747817,58,4
2923,conflict_event,9,0.820822,0.369118,74,3
2924,humanitarian_c2,4,0.349388,0.491901,45,3
2925,anti_uav,8,0.656462,0.555478,73,3
2926,anti_uav,8,0.631322,0.335856,66,5
2927,anti_uav,7,0.405651,0.806483,60,5
2928,humanitarian_c2,4,0.427998,0.795213,52,4
2929,conflict_event,9,0.713614,0.707629,79,5
2930,anti_uav,6,0.827301,0.562064,63,5
2931,anti_uav,5,0.452696,0.500710,51,4
2932,anti_uav,4,0.422466,0.708425,45,3
2933,humanitarian_c2,3,0.561814,0.725489,44,5
2934,anti_uav,4,0.609689,0.321419,49,4
2935,humanitarian_c2,7,0.538396,0.526180,66,3
2936,conflict_event,8,0.404699,0.486558,73,4
2937,humanitarian_c2,6,0.791179,0.687289,62,3
2938,anti_uav,4,0.598359,0.255060,53,3
2939,conflict_event,9,0.570565,0.327244,77,5
2940,humanitarian_c2,6,0.363463,0.380918,61,3
2941,conflict_event,8,0.583448,0.415213,71,4
2942,anti_uav,5,0.524479,0.234446,52,5
2943,conflict_event,4,0.533948,0.751094,44,4
2944,humanitarian_c2,3,0.473926,0.260542,45,4
2945,conflict_event,7,0.855183,0.398174,69,4
2946,anti_uav,4,0.468273,0.546517,46,5
2947,humanitarian_c2,3,0.664894,0.446725,36,3
2948,humanitarian_c2,3,0.527701,0.637242,44,4
2949,conflict_event,4,0.482096,0.760176,49,4
2950,anti_uav,6,0.452698,0.563335,57,3
2951,conflict_event,5,0.608599,0.350636,49,5
2952,anti_uav,5,0.516338,0.456872,55,3
2953,conflict_event,5,0.478164,0.710798,53,4
2954,anti_uav,5,0.898902,0.207816,51,4
2955,humanitarian_c2,7,0.518494,0.786206,69,5
2956,anti_uav,7,0.752133,0.693245,67,3
2957,anti_uav,8,0.556669,0.281646,68,3
2958,conflict_event,5,0.699855,0.564004,59,4
2959,humanitarian_c2,6,0.540627,0.636954,63,3
2960,anti_uav,6,0.392690,0.628956,57,4
2961,conflict_event,4,0.588319,0.609457,43,3
2962,humanitarian_c2,5,0.826435,0.433314,58,5
2963,anti_uav,8,0.587354,0.215465,69,4
2964,conflict_event,4,0.448895,0.351772,45,4
2965,conflict_event,7,0.783975,0.522878,63,5
2966,conflict_event,8,0.518778,0.705277,73,5
2967,humanitarian_c2,7,0.367168,0.558968,62,5
2968,humanitarian_c2,4,0.715597,0.322927,44,4
2969,anti_uav,7,0.469709,0.519828,62,5
2970,conflict_event,7,0.599741,0.316619,62,3
2971,conflict_event,7,0.845067,0.347119,64,5
2972,conflict_event,6,0.627938,0.519461,56,4
2973,conflict_event,7,0.536993,0.635788,71,5
2974,conflict_event,8,0.412230,0.634702,74,3
2975,conflict_event,4,0.942485,0.502125,53,3
2976,humanitarian_c2,7,0.694874,0.361680,62,3
2977,anti_uav,5,0.613376,0.436317,58,4
2978,anti_uav,7,0.717406,0.618303,66,3
2979,conflict_event,8,0.759978,0.389670,73,3
2980,humanitarian_c2,4,0.367721,0.698642,42,3
2981,anti_uav,9,0.547778,0.525131,80,4
2982,humanitarian_c2,4,0.288254,0.216171,48,5
2983,conflict_event,5,0.474026,0.492100,57,4
2984,humanitarian_c2,3,0.562269,0.479688,42,3
2985,conflict_event,6,0.682013,0.330410,56,5
2986,humanitarian_c2,6,0.381152,0.561258,60,4
2987,humanitarian_c2,6,0.634651,0.346120,65,3
2988,anti_uav,5,0.835465,0.712480,52,5
2989,humanitarian_c2,4,0.457777,0.297533,47,3
2990,anti_uav,4,0.601398,0.596850,47,4
2991,humanitarian_c2,6,0.393319,0.686408,56,5
2992,conflict_event,8,0.652858,0.399224,69,3
2993,conflict_event,8,0.412388,0.632825,70,3
2994,conflict_event,4,0.922663,0.452752,50,4
2995,conflict_event,7,0.900249,0.241015,62,5
2996,conflict_event,7,0.469681,0.540053,62,4
2997,anti_uav,8,0.902469,0.627914,70,5
2998,humanitarian_c2,5,0.528797,0.405604,54,3
2999,conflict_event,9,0.431487,0.690527,78,3
3000,conflict_event,7,0.648472,0.746161,62,5
3001,anti_uav,6,0.560436,0.547045,61,5
3002,conflict_event,7,0.439457,0.468454,65,4
3003,conflict_event,7,0.520250,0.643059,69,3
3004,humanitarian_c2,5,0.728747,0.452386,49,3
3005,anti_uav,6,0.766360,0.667446,63,5
3006,anti_uav,9,0.687608,0.382469,81,3
3007,conflict_event,9,0.871664,0.679526,74,3
3008,humanitarian_c2,3,0.531494,0.273898,38,3
3009,humanitarian_c2,5,0.548242,0.266788,50,5
3010,anti_uav,8,0.401366,0.370340,70,5
3011,humanitarian_c2,8,0.608304,0.682702,75,3
3012,humanitarian_c2,6,0.775237,0.350801,65,3
3013,anti_uav,4,0.691237,0.791017,47,5
3014,humanitarian_c2,6,0.739073,0.401829,58,5
3015,conflict_event,5,0.568190,0.760347,48,3
3016,anti_uav,9,0.688804,0.230818,78,4
3017,anti_uav,9,0.835163,0.613218,83,4
3018,conflict_event,8,0.549880,0.333138,76,3
3019,anti_uav,7,0.680094,0.482655,66,5
3020,anti_uav,6,0.442234,0.443232,63,4
3021,conflict_event,5,0.606029,0.206715,56,3
3022,humanitarian_c2,7,0.414525,0.219200,68,4
3023,humanitarian_c2,7,0.682346,0.350877,61,5
3024,conflict_event,7,0.700281,0.240916,70,5
3025,anti_uav,7,0.479697,0.534356,65,5
3026,humanitarian_c2,4,0.484400,0.606299,50,4
3027,anti_uav,9,0.837515,0.337051,80,4
3028,anti_uav,9,0.606641,0.258907,76,5
3029,humanitarian_c2,6,0.340061,0.803480,56,5
3030,anti_uav,8,0.835599,0.495840,75,4
3031,anti_uav,9,0.496044,0.273197,82,3
3032,anti_uav,8,0.397783,0.800484,67,5
3033,conflict_event,6,0.635085,0.585051,63,5
3034,anti_uav,5,0.868642,0.639843,48,4
3035,conflict_event,5,0.572358,0.502819,57,3
3036,humanitarian_c2,5,0.386887,0.223738,48,3
3037,humanitarian_c2,5,0.324049,0.586116,53,3
3038,conflict_event,8,0.623720,0.292126,66,5
3039,anti_uav,5,0.486830,0.395881,49,4
3040,humanitarian_c2,8,0.726654,0.538463,77,5
3041,humanitarian_c2,4,0.374493,0.630400,51,5
3042,humanitarian_c2,8,0.441453,0.292284,71,3
3043,anti_uav,8,0.634419,0.594171,72,3
3044,conflict_event,8,0.568580,0.252137,70,3
3045,conflict_event,8,0.503768,0.444337,70,4
3046,anti_uav,8,0.499641,0.798553,72,4
3047,humanitarian_c2,3,0.569555,0.816856,41,5
3048,anti_uav,8,0.682806,0.556340,75,5
3049,anti_uav,4,0.896330,0.548901,50,3
3050,humanitarian_c2,5,0.489896,0.303774,54,3
3051,conflict_event,7,0.657880,0.482484,67,5
3052,conflict_event,4,0.579387,0.342753,51,5
3053,conflict_event,4,0.491240,0.470538,45,5
3054,conflict_event,5,0.738558,0.251739,49,4
3055,humanitarian_c2,8,0.807749,0.315088,77,3
3056,anti_uav,6,0.832400,0.375972,59,4
3057,anti_uav,5,0.687515,0.518826,51,3
3058,anti_uav,5,0.521661,0.264500,55,3
3059,humanitarian_c2,7,0.668741,0.378626,70,5
3060,anti_uav,4,0.512781,0.213482,48,3
3061,anti_uav,4,0.753026,0.763251,42,4
3062,anti_uav,9,0.644099,0.401290,80,5
3063,anti_uav,9,0.667857,0.245548,79,4
3064,conflict_event,5,0.784331,0.674050,50,4
3065,conflict_event,5,0.583310,0.266801,54,5
3066,anti_uav,7,0.425627,0.272940,61,5
3067,conflict_event,4,0.405572,0.480097,48,3
3068,conflict_event,6,0.442808,0.667019,55,3
3069,humanitarian_c2,7,0.734112,0.468801,66,3
3070,humanitarian_c2,7,0.536763,0.655409,60,4
3071,humanitarian_c2,5,0.418691,0.236670,49,4
3072,anti_uav,4,0.574235,0.616973,50,5
3073,conflict_event,7,0.504386,0.629204,69,3
3074,humanitarian_c2,7,0.636798,0.480489,63,3
3075,humanitarian_c2,7,0.726936,0.507097,65,3
3076,humanitarian_c2,3,0.649751,0.540348,41,3
3077,anti_uav,9,0.688456,0.349288,77,4
3078,humanitarian_c2,7,0.663856,0.274903,65,5
3079,conflict_event,5,0.518452,0.781666,53,3
3080,anti_uav,8,0.497896,0.647051,72,5
3081,conflict_event,7,0.785152,0.219053,64,3
3082,humanitarian_c2,8,0.793895,0.468106,77,4
3083,conflict_event,5,0.458200,0.391420,59,3
3084,humanitarian_c2,7,0.308990,0.263646,69,5
3085,conflict_event,4,0.678684,0.462852,46,5
3086,conflict_event,6,0.786929,0.478341,55,3
3087,conflict_event,9,0.723793,0.709633,81,4
3088,conflict_event,5,0.660823,0.399518,53,3
3089,humanitarian_c2,3,0.633108,0.202234,45,5
3090,conflict_event,5,0.638002,0.453783,59,4
3091,humanitarian_c2,4,0.486838,0.342633,45,3
3092,humanitarian_c2,8,0.322540,0.660627,67,3
3093,anti_uav,4,0.396764,0.668339,53,3
3094,conflict_event,4,0.757192,0.564371,50,3
3095,anti_uav,4,0.567042,0.814939,51,5
3096,conflict_event,8,0.411031,0.636408,76,5
3097,conflict_event,9,0.577553,0.333892,74,4
3098,humanitarian_c2,6,0.354043,0.732697,64,3
3099,anti_uav,7,0.610036,0.754993,71,5
3100,humanitarian_c2,7,0.282800,0.460617,61,4
3101,humanitarian_c2,8,0.753376,0.313605,73,4
3102,conflict_event,7,0.590380,0.507481,63,5
3103,anti_uav,5,0.666671,0.339560,52,3
3104,humanitarian_c2,6,0.673392,0.481872,54,5
3105,humanitarian_c2,5,0.720415,0.319054,53,5
3106,humanitarian_c2,5,0.660252,0.359170,58,4
3107,humanitarian_c2,6,0.447535,0.480366,65,4
3108,humanitarian_c2,6,0.607227,0.805905,59,4
3109,anti_uav,6,0.396360,0.626406,56,5
3110,conflict_event,9,0.786592,0.238534,74,4
3111,conflict_event,5,0.795899,0.592525,57,4
3112,anti_uav,7,0.537430,0.775012,71,4
3113,conflict_event,9,0.864499,0.642287,73,3
3114,conflict_event,6,0.727465,0.519717,56,3
3115,humanitarian_c2,7,0.615725,0.421786,63,4
3116,conflict_event,7,0.915118,0.201631,71,5
3117,conflict_event,7,0.617927,0.317473,64,3
3118,humanitarian_c2,7,0.799525,0.632714,63,4
3119,anti_uav,8,0.388882,0.363389,72,5
3120,conflict_event,6,0.519128,0.331441,61,5
3121,conflict_event,4,0.868884,0.342658,52,3
3122,conflict_event,4,0.846415,0.342956,46,4
3123,humanitarian_c2,7,0.754180,0.394364,69,3
3124,conflict_event,6,0.616669,0.365864,60,5
3125,anti_uav,9,0.371670,0.812129,77,3
3126,conflict_event,8,0.791593,0.203803,69,5
3127,conflict_event,9,0.705277,0.449697,75,5
3128,anti_uav,9,0.527965,0.320778,73,4
3129,humanitarian_c2,7,0.675986,0.258325,69,4
3130,anti_uav,8,0.532972,0.707254,77,3
3131,conflict_event,9,0.822929,0.540208,74,5
3132,conflict_event,8,0.586920,0.685678,74,4
3133,anti_uav,9,0.860550,0.426654,72,4
3134,conflict_event,5,0.558892,0.633495,51,5
3135,anti_uav,9,0.600864,0.707172,75,4
3136,conflict_event,8,0.880903,0.687508,71,4
