factorial_seed_index,factorial_seed,evidence,role,flow,critique,gate,policy,policy_label,n,selected_gpi_mean,selected_gpi_sd,selected_gpi_ci95,selected_gpi_median,selected_gpi_q05,selected_gpi_q95,selected_controllability_mean,selected_controllability_sd,selected_controllability_ci95,selected_controllability_median,selected_controllability_q05,selected_controllability_q95,selected_traceability_mean,selected_traceability_sd,selected_traceability_ci95,selected_traceability_median,selected_traceability_q05,selected_traceability_q95
4,20267821,1,1,0,0,1,f11001,f11001,1000,0.603683,0.035676,0.002211,0.602500,0.546323,0.662134,0.752995,0.020707,0.001283,0.749098,0.724366,0.784219,0.694020,0.089589,0.005553,0.693333,0.536667,0.843333
4,20267821,0,0,1,0,1,f00101,f00101,1000,0.482320,0.036234,0.002246,0.481280,0.426916,0.543949,0.630218,0.020387,0.001264,0.626316,0.601310,0.661088,0.331581,0.100473,0.006227,0.328421,0.180000,0.500000
4,20267821,1,0,1,0,1,f10101,f10101,1000,0.579082,0.035676,0.002211,0.577899,0.521721,0.637532,0.629987,0.020707,0.001283,0.626090,0.601358,0.661211,0.694020,0.089589,0.005553,0.693333,0.536667,0.843333
4,20267821,0,1,1,0,1,f01101,f01101,1000,0.524521,0.036234,0.002246,0.523481,0.469118,0.586151,0.841226,0.020387,0.001264,0.837324,0.812318,0.872096,0.331581,0.100473,0.006227,0.328421,0.180000,0.500000
4,20267821,1,1,1,0,1,f11101,f11101,1000,0.621283,0.035676,0.002211,0.620100,0.563923,0.679734,0.840995,0.020707,0.001283,0.837098,0.812366,0.872219,0.694020,0.089589,0.005553,0.693333,0.536667,0.843333
4,20267821,0,0,0,1,1,f00011,f00011,1000,0.490832,0.034245,0.002123,0.490557,0.438008,0.549508,0.542218,0.020387,0.001264,0.538316,0.513310,0.573088,0.330288,0.101130,0.006268,0.327500,0.178261,0.500000
4,20267821,1,0,0,1,1,f10011,f10011,1000,0.580128,0.032934,0.002041,0.579284,0.526840,0.632780,0.541987,0.020707,0.001283,0.538090,0.513358,0.573211,0.690845,0.090636,0.005618,0.690667,0.533600,0.841667
4,20267821,0,1,0,1,1,f01011,f01011,1000,0.533034,0.034245,0.002123,0.532759,0.480209,0.591709,0.753226,0.020387,0.001264,0.749324,0.724318,0.784096,0.330288,0.101130,0.006268,0.327500,0.178261,0.500000
4,20267821,1,1,0,1,1,f11011,f11011,1000,0.622329,0.032934,0.002041,0.621486,0.569042,0.674982,0.752995,0.020707,0.001283,0.749098,0.724366,0.784219,0.690845,0.090636,0.005618,0.690667,0.533600,0.841667
4,20267821,0,0,1,1,1,f00111,f00111,1000,0.508432,0.034245,0.002123,0.508157,0.455608,0.567108,0.630218,0.020387,0.001264,0.626316,0.601310,0.661088,0.330288,0.101130,0.006268,0.327500,0.178261,0.500000
4,20267821,1,0,1,1,1,f10111,f10111,1000,0.597728,0.032934,0.002041,0.596884,0.544440,0.650380,0.629987,0.020707,0.001283,0.626090,0.601358,0.661211,0.690845,0.090636,0.005618,0.690667,0.533600,0.841667
4,20267821,0,1,1,1,1,f01111,f01111,1000,0.550634,0.034245,0.002123,0.550359,0.497809,0.609309,0.841226,0.020387,0.001264,0.837324,0.812318,0.872096,0.330288,0.101130,0.006268,0.327500,0.178261,0.500000
4,20267821,1,1,1,1,1,f11111,f11111,1000,0.639929,0.032934,0.002041,0.639086,0.586642,0.692582,0.840995,0.020707,0.001283,0.837098,0.812366,0.872219,0.690845,0.090636,0.005618,0.690667,0.533600,0.841667
5,20267858,0,0,0,0,0,f00000,f00000,1000,0.405186,0.036520,0.002264,0.404647,0.344830,0.465313,0.240247,0.041669,0.002583,0.245491,0.171024,0.299172,0.332729,0.097974,0.006073,0.327500,0.181000,0.504167
5,20267858,1,0,0,0,0,f10000,f10000,1000,0.499940,0.036259,0.002247,0.499877,0.439532,0.557724,0.240138,0.041345,0.002563,0.245098,0.170756,0.298209,0.692167,0.090673,0.005620,0.693333,0.540000,0.834737
5,20267858,0,1,0,0,0,f01000,f01000,1000,0.447387,0.036520,0.002264,0.446848,0.387032,0.507514,0.451255,0.041669,0.002583,0.456499,0.382032,0.510180,0.332729,0.097974,0.006073,0.327500,0.181000,0.504167
5,20267858,1,1,0,0,0,f11000,f11000,1000,0.542141,0.036259,0.002247,0.542078,0.481734,0.599925,0.451146,0.041345,0.002563,0.456106,0.381764,0.509217,0.692167,0.090673,0.005620,0.693333,0.540000,0.834737
5,20267858,0,0,1,0,0,f00100,f00100,1000,0.422786,0.036520,0.002264,0.422247,0.362430,0.482913,0.328247,0.041669,0.002583,0.333491,0.259024,0.387172,0.332729,0.097974,0.006073,0.327500,0.181000,0.504167
5,20267858,1,0,1,0,0,f10100,f10100,1000,0.517540,0.036259,0.002247,0.517477,0.457132,0.575324,0.328138,0.041345,0.002563,0.333098,0.258756,0.386209,0.692167,0.090673,0.005620,0.693333,0.540000,0.834737
5,20267858,0,1,1,0,0,f01100,f01100,1000,0.464987,0.036520,0.002264,0.464448,0.404632,0.525114,0.539255,0.041669,0.002583,0.544499,0.470032,0.598180,0.332729,0.097974,0.006073,0.327500,0.181000,0.504167
5,20267858,1,1,1,0,0,f11100,f11100,1000,0.559741,0.036259,0.002247,0.559678,0.499334,0.617525,0.539146,0.041345,0.002563,0.544106,0.469764,0.597217,0.692167,0.090673,0.005620,0.693333,0.540000,0.834737
5,20267858,0,0,0,1,0,f00010,f00010,1000,0.430718,0.034872,0.002161,0.429813,0.373914,0.487539,0.240247,0.041669,0.002583,0.245491,0.171024,0.299172,0.332579,0.097351,0.006034,0.327500,0.181000,0.500000
5,20267858,1,0,0,1,0,f10010,f10010,1000,0.518565,0.033495,0.002076,0.517958,0.463767,0.574045,0.240138,0.041345,0.002563,0.245098,0.170756,0.298209,0.688960,0.091358,0.005662,0.687143,0.536923,0.834737
5,20267858,0,1,0,1,0,f01010,f01010,1000,0.472919,0.034872,0.002161,0.472014,0.416116,0.529741,0.451255,0.041669,0.002583,0.456499,0.382032,0.510180,0.332579,0.097351,0.006034,0.327500,0.181000,0.500000
5,20267858,1,1,0,1,0,f11010,f11010,1000,0.560766,0.033495,0.002076,0.560160,0.505969,0.616247,0.451146,0.041345,0.002563,0.456106,0.381764,0.509217,0.688960,0.091358,0.005662,0.687143,0.536923,0.834737
5,20267858,0,0,1,1,0,f00110,f00110,1000,0.448318,0.034872,0.002161,0.447413,0.391514,0.505139,0.328247,0.041669,0.002583,0.333491,0.259024,0.387172,0.332579,0.097351,0.006034,0.327500,0.181000,0.500000
5,20267858,1,0,1,1,0,f10110,f10110,1000,0.536165,0.033495,0.002076,0.535558,0.481367,0.591645,0.328138,0.041345,0.002563,0.333098,0.258756,0.386209,0.688960,0.091358,0.005662,0.687143,0.536923,0.834737
5,20267858,0,1,1,1,0,f01110,f01110,1000,0.490519,0.034872,0.002161,0.489614,0.433716,0.547341,0.539255,0.041669,0.002583,0.544499,0.470032,0.598180,0.332579,0.097351,0.006034,0.327500,0.181000,0.500000
5,20267858,1,1,1,1,0,f11110,f11110,1000,0.578366,0.033495,0.002076,0.577760,0.523569,0.633847,0.539146,0.041345,0.002563,0.544106,0.469764,0.597217,0.688960,0.091358,0.005662,0.687143,0.536923,0.834737
5,20267858,0,0,0,0,1,f00001,f00001,1000,0.466239,0.036173,0.002242,0.466077,0.407538,0.525266,0.541937,0.021189,0.001313,0.537058,0.512203,0.573510,0.332644,0.097844,0.006064,0.327500,0.181000,0.500000
5,20267858,1,0,0,0,1,f10001,f10001,1000,0.560899,0.036113,0.002238,0.560869,0.499718,0.618971,0.541828,0.020925,0.001297,0.537584,0.511504,0.573822,0.692343,0.090870,0.005632,0.693333,0.540000,0.837143
5,20267858,0,1,0,0,1,f01001,f01001,1000,0.508441,0.036173,0.002242,0.508278,0.449740,0.567467,0.752945,0.021189,0.001313,0.748066,0.723211,0.784518,0.332644,0.097844,0.006064,0.327500,0.181000,0.500000
5,20267858,1,1,0,0,1,f11001,f11001,1000,0.603100,0.036113,0.002238,0.603070,0.541920,0.661173,0.752836,0.020925,0.001297,0.748592,0.722512,0.784830,0.692343,0.090870,0.005632,0.693333,0.540000,0.837143
5,20267858,0,0,1,0,1,f00101,f00101,1000,0.483839,0.036173,0.002242,0.483677,0.425138,0.542866,0.629937,0.021189,0.001313,0.625058,0.600203,0.661510,0.332644,0.097844,0.006064,0.327500,0.181000,0.500000
5,20267858,1,0,1,0,1,f10101,f10101,1000,0.578499,0.036113,0.002238,0.578469,0.517318,0.636571,0.629828,0.020925,0.001297,0.625584,0.599504,0.661822,0.692343,0.090870,0.005632,0.693333,0.540000,0.837143
5,20267858,0,1,1,0,1,f01101,f01101,1000,0.526041,0.036173,0.002242,0.525878,0.467340,0.585067,0.840945,0.021189,0.001313,0.836066,0.811211,0.872518,0.332644,0.097844,0.006064,0.327500,0.181000,0.500000
5,20267858,1,1,1,0,1,f11101,f11101,1000,0.620700,0.036113,0.002238,0.620670,0.559520,0.678773,0.840836,0.020925,0.001297,0.836592,0.810512,0.872830,0.692343,0.090870,0.005632,0.693333,0.540000,0.837143
5,20267858,0,0,0,1,1,f00011,f00011,1000,0.492123,0.034513,0.002139,0.491720,0.434720,0.547446,0.541937,0.021189,0.001313,0.537058,0.512203,0.573510,0.332567,0.097293,0.006030,0.326897,0.181000,0.500000
5,20267858,1,0,0,1,1,f10011,f10011,1000,0.579844,0.033279,0.002063,0.580019,0.525775,0.632551,0.541828,0.020925,0.001297,0.537584,0.511504,0.573822,0.689040,0.091332,0.005661,0.688148,0.536923,0.834737
5,20267858,0,1,0,1,1,f01011,f01011,1000,0.534324,0.034513,0.002139,0.533922,0.476922,0.589647,0.752945,0.021189,0.001313,0.748066,0.723211,0.784518,0.332567,0.097293,0.006030,0.326897,0.181000,0.500000
5,20267858,1,1,0,1,1,f11011,f11011,1000,0.622045,0.033279,0.002063,0.622220,0.567977,0.674753,0.752836,0.020925,0.001297,0.748592,0.722512,0.784830,0.689040,0.091332,0.005661,0.688148,0.536923,0.834737
5,20267858,0,0,1,1,1,f00111,f00111,1000,0.509723,0.034513,0.002139,0.509320,0.452320,0.565046,0.629937,0.021189,0.001313,0.625058,0.600203,0.661510,0.332567,0.097293,0.006030,0.326897,0.181000,0.500000
5,20267858,1,0,1,1,1,f10111,f10111,1000,0.597444,0.033279,0.002063,0.597619,0.543375,0.650151,0.629828,0.020925,0.001297,0.625584,0.599504,0.661822,0.689040,0.091332,0.005661,0.688148,0.536923,0.834737
5,20267858,0,1,1,1,1,f01111,f01111,1000,0.551924,0.034513,0.002139,0.551522,0.494522,0.607247,0.840945,0.021189,0.001313,0.836066,0.811211,0.872518,0.332567,0.097293,0.006030,0.326897,0.181000,0.500000
5,20267858,1,1,1,1,1,f11111,f11111,1000,0.639645,0.033279,0.002063,0.639820,0.585577,0.692353,0.840836,0.020925,0.001297,0.836592,0.810512,0.872830,0.689040,0.091332,0.005661,0.688148,0.536923,0.834737
6,20267895,0,0,0,0,0,f00000,f00000,1000,0.403908,0.035440,0.002197,0.401471,0.346570,0.463366,0.240297,0.041195,0.002553,0.245215,0.172556,0.298977,0.325666,0.094424,0.005852,0.321667,0.180000,0.487273
6,20267895,1,0,0,0,0,f10000,f10000,1000,0.501970,0.035577,0.002205,0.501244,0.445579,0.561592,0.240639,0.041291,0.002559,0.245573,0.171485,0.299452,0.697463,0.085155,0.005278,0.693750,0.565333,0.838889
6,20267895,0,1,0,0,0,f01000,f01000,1000,0.446110,0.035440,0.002197,0.443672,0.388771,0.505567,0.451305,0.041195,0.002553,0.456223,0.383564,0.509985,0.325666,0.094424,0.005852,0.321667,0.180000,0.487273
6,20267895,1,1,0,0,0,f11000,f11000,1000,0.544172,0.035577,0.002205,0.543445,0.487781,0.603794,0.451647,0.041291,0.002559,0.456581,0.382493,0.510460,0.697463,0.085155,0.005278,0.693750,0.565333,0.838889
6,20267895,0,0,1,0,0,f00100,f00100,1000,0.421508,0.035440,0.002197,0.419071,0.364170,0.480966,0.328297,0.041195,0.002553,0.333215,0.260556,0.386977,0.325666,0.094424,0.005852,0.321667,0.180000,0.487273
6,20267895,1,0,1,0,0,f10100,f10100,1000,0.519570,0.035577,0.002205,0.518844,0.463179,0.579192,0.328639,0.041291,0.002559,0.333573,0.259485,0.387452,0.697463,0.085155,0.005278,0.693750,0.565333,0.838889
6,20267895,0,1,1,0,0,f01100,f01100,1000,0.463710,0.035440,0.002197,0.461272,0.406371,0.523167,0.539305,0.041195,0.002553,0.544223,0.471564,0.597985,0.325666,0.094424,0.005852,0.321667,0.180000,0.487273
6,20267895,1,1,1,0,0,f11100,f11100,1000,0.561772,0.035577,0.002205,0.561045,0.505381,0.621394,0.539647,0.041291,0.002559,0.544581,0.470493,0.598460,0.697463,0.085155,0.005278,0.693750,0.565333,0.838889
6,20267895,0,0,0,1,0,f00010,f00010,1000,0.429395,0.033865,0.002099,0.428015,0.373172,0.484644,0.240297,0.041195,0.002553,0.245215,0.172556,0.298977,0.324408,0.093227,0.005778,0.319259,0.181000,0.482667
6,20267895,1,0,0,1,0,f10010,f10010,1000,0.520409,0.032800,0.002033,0.519974,0.468190,0.575653,0.240639,0.041291,0.002559,0.245573,0.171485,0.299452,0.694197,0.085941,0.005327,0.693000,0.561111,0.835385
6,20267895,0,1,0,1,0,f01010,f01010,1000,0.471597,0.033865,0.002099,0.470216,0.415374,0.526846,0.451305,0.041195,0.002553,0.456223,0.383564,0.509985,0.324408,0.093227,0.005778,0.319259,0.181000,0.482667
6,20267895,1,1,0,1,0,f11010,f11010,1000,0.562611,0.032800,0.002033,0.562175,0.510392,0.617855,0.451647,0.041291,0.002559,0.456581,0.382493,0.510460,0.694197,0.085941,0.005327,0.693000,0.561111,0.835385
6,20267895,0,0,1,1,0,f00110,f00110,1000,0.446995,0.033865,0.002099,0.445615,0.390772,0.502244,0.328297,0.041195,0.002553,0.333215,0.260556,0.386977,0.324408,0.093227,0.005778,0.319259,0.181000,0.482667
6,20267895,1,0,1,1,0,f10110,f10110,1000,0.538009,0.032800,0.002033,0.537574,0.485790,0.593253,0.328639,0.041291,0.002559,0.333573,0.259485,0.387452,0.694197,0.085941,0.005327,0.693000,0.561111,0.835385
6,20267895,0,1,1,1,0,f01110,f01110,1000,0.489197,0.033865,0.002099,0.487816,0.432974,0.544446,0.539305,0.041195,0.002553,0.544223,0.471564,0.597985,0.324408,0.093227,0.005778,0.319259,0.181000,0.482667
6,20267895,1,1,1,1,0,f11110,f11110,1000,0.580211,0.032800,0.002033,0.579775,0.527992,0.635455,0.539647,0.041291,0.002559,0.544581,0.470493,0.598460,0.694197,0.085941,0.005327,0.693000,0.561111,0.835385
6,20267895,0,0,0,0,1,f00001,f00001,1000,0.464974,0.035102,0.002176,0.462911,0.408494,0.523244,0.541987,0.020938,0.001298,0.537267,0.512556,0.573511,0.325493,0.094417,0.005852,0.320541,0.180000,0.487273
6,20267895,1,0,0,0,1,f10001,f10001,1000,0.562926,0.035092,0.002175,0.561937,0.507420,0.622599,0.542329,0.020851,0.001292,0.538942,0.513215,0.573640,0.697229,0.085110,0.005275,0.693659,0.565333,0.838889
6,20267895,0,1,0,0,1,f01001,f01001,1000,0.507175,0.035102,0.002176,0.505113,0.450695,0.565445,0.752995,0.020938,0.001298,0.748275,0.723564,0.784519,0.325493,0.094417,0.005852,0.320541,0.180000,0.487273
6,20267895,1,1,0,0,1,f11001,f11001,1000,0.605128,0.035092,0.002175,0.604138,0.549622,0.664800,0.753337,0.020851,0.001292,0.749950,0.724223,0.784648,0.697229,0.085110,0.005275,0.693659,0.565333,0.838889
6,20267895,0,0,1,0,1,f00101,f00101,1000,0.482574,0.035102,0.002176,0.480511,0.426094,0.540844,0.629987,0.020938,0.001298,0.625267,0.600556,0.661511,0.325493,0.094417,0.005852,0.320541,0.180000,0.487273
6,20267895,1,0,1,0,1,f10101,f10101,1000,0.580526,0.035092,0.002175,0.579537,0.525020,0.640199,0.630329,0.020851,0.001292,0.626942,0.601215,0.661640,0.697229,0.085110,0.005275,0.693659,0.565333,0.838889
6,20267895,0,1,1,0,1,f01101,f01101,1000,0.524775,0.035102,0.002176,0.522713,0.468295,0.583045,0.840995,0.020938,0.001298,0.836275,0.811564,0.872519,0.325493,0.094417,0.005852,0.320541,0.180000,0.487273
6,20267895,1,1,1,0,1,f11101,f11101,1000,0.622728,0.035092,0.002175,0.621738,0.567222,0.682400,0.841337,0.020851,0.001292,0.837950,0.812223,0.872648,0.697229,0.085110,0.005275,0.693659,0.565333,0.838889
6,20267895,0,0,0,1,1,f00011,f00011,1000,0.490818,0.033460,0.002074,0.489322,0.435668,0.545841,0.541987,0.020938,0.001298,0.537267,0.512556,0.573511,0.324302,0.093107,0.005771,0.319259,0.181000,0.481000
6,20267895,1,0,0,1,1,f10011,f10011,1000,0.581676,0.032239,0.001998,0.581349,0.530800,0.637084,0.542329,0.020851,0.001292,0.538942,0.513215,0.573640,0.694362,0.085814,0.005319,0.693000,0.561111,0.835385
6,20267895,0,1,0,1,1,f01011,f01011,1000,0.533020,0.033460,0.002074,0.531523,0.477870,0.588043,0.752995,0.020938,0.001298,0.748275,0.723564,0.784519,0.324302,0.093107,0.005771,0.319259,0.181000,0.481000
6,20267895,1,1,0,1,1,f11011,f11011,1000,0.623877,0.032239,0.001998,0.623550,0.573001,0.679286,0.753337,0.020851,0.001292,0.749950,0.724223,0.784648,0.694362,0.085814,0.005319,0.693000,0.561111,0.835385
6,20267895,0,0,1,1,1,f00111,f00111,1000,0.508418,0.033460,0.002074,0.506922,0.453268,0.563441,0.629987,0.020938,0.001298,0.625267,0.600556,0.661511,0.324302,0.093107,0.005771,0.319259,0.181000,0.481000
6,20267895,1,0,1,1,1,f10111,f10111,1000,0.599276,0.032239,0.001998,0.598949,0.548400,0.654684,0.630329,0.020851,0.001292,0.626942,0.601215,0.661640,0.694362,0.085814,0.005319,0.693000,0.561111,0.835385
6,20267895,0,1,1,1,1,f01111,f01111,1000,0.550620,0.033460,0.002074,0.549123,0.495470,0.605643,0.840995,0.020938,0.001298,0.836275,0.811564,0.872519,0.324302,0.093107,0.005771,0.319259,0.181000,0.481000
6,20267895,1,1,1,1,1,f11111,f11111,1000,0.641477,0.032239,0.001998,0.641150,0.590601,0.696886,0.841337,0.020851,0.001292,0.837950,0.812223,0.872648,0.694362,0.085814,0.005319,0.693000,0.561111,0.835385
7,20267932,0,0,0,0,0,f00000,f00000,1000,0.405630,0.036483,0.002261,0.403059,0.349291,0.466932,0.239885,0.040901,0.002535,0.244838,0.172737,0.299142,0.334842,0.100109,0.006205,0.329091,0.183158,0.505556
7,20267932,1,0,0,0,0,f10000,f10000,1000,0.500010,0.036009,0.002232,0.498727,0.439765,0.559495,0.239933,0.040920,0.002536,0.245293,0.171386,0.298303,0.692322,0.088905,0.005510,0.690714,0.548000,0.835385
7,20267932,0,1,0,0,0,f01000,f01000,1000,0.447831,0.036483,0.002261,0.445261,0.391492,0.509134,0.450893,0.040901,0.002535,0.455846,0.383745,0.510150,0.334842,0.100109,0.006205,0.329091,0.183158,0.505556
7,20267932,1,1,0,0,0,f11000,f11000,1000,0.542212,0.036009,0.002232,0.540929,0.481966,0.601696,0.450941,0.040920,0.002536,0.456301,0.382394,0.509311,0.692322,0.088905,0.005510,0.690714,0.548000,0.835385
7,20267932,0,0,1,0,0,f00100,f00100,1000,0.423230,0.036483,0.002261,0.420659,0.366891,0.484532,0.327885,0.040901,0.002535,0.332838,0.260737,0.387142,0.334842,0.100109,0.006205,0.329091,0.183158,0.505556
7,20267932,1,0,1,0,0,f10100,f10100,1000,0.517610,0.036009,0.002232,0.516327,0.457365,0.577095,0.327933,0.040920,0.002536,0.333293,0.259386,0.386303,0.692322,0.088905,0.005510,0.690714,0.548000,0.835385
7,20267932,0,1,1,0,0,f01100,f01100,1000,0.465431,0.036483,0.002261,0.462861,0.409092,0.526734,0.538893,0.040901,0.002535,0.543846,0.471745,0.598150,0.334842,0.100109,0.006205,0.329091,0.183158,0.505556
7,20267932,1,1,1,0,0,f11100,f11100,1000,0.559812,0.036009,0.002232,0.558529,0.499566,0.619296,0.538941,0.040920,0.002536,0.544301,0.470394,0.597311,0.692322,0.088905,0.005510,0.690714,0.548000,0.835385
7,20267932,0,0,0,1,0,f00010,f00010,1000,0.431089,0.034581,0.002143,0.428808,0.376115,0.486801,0.239885,0.040901,0.002535,0.244838,0.172737,0.299142,0.333970,0.099814,0.006187,0.328148,0.188889,0.505000
7,20267932,1,0,0,1,0,f10010,f10010,1000,0.518427,0.033548,0.002079,0.518409,0.461953,0.574447,0.239933,0.040920,0.002536,0.245293,0.171386,0.298303,0.689145,0.089813,0.005567,0.689474,0.542609,0.833750
7,20267932,0,1,0,1,0,f01010,f01010,1000,0.473290,0.034581,0.002143,0.471010,0.418316,0.529003,0.450893,0.040901,0.002535,0.455846,0.383745,0.510150,0.333970,0.099814,0.006187,0.328148,0.188889,0.505000
7,20267932,1,1,0,1,0,f11010,f11010,1000,0.560628,0.033548,0.002079,0.560610,0.504155,0.616649,0.450941,0.040920,0.002536,0.456301,0.382394,0.509311,0.689145,0.089813,0.005567,0.689474,0.542609,0.833750
7,20267932,0,0,1,1,0,f00110,f00110,1000,0.448689,0.034581,0.002143,0.446408,0.393715,0.504401,0.327885,0.040901,0.002535,0.332838,0.260737,0.387142,0.333970,0.099814,0.006187,0.328148,0.188889,0.505000
7,20267932,1,0,1,1,0,f10110,f10110,1000,0.536027,0.033548,0.002079,0.536009,0.479553,0.592047,0.327933,0.040920,0.002536,0.333293,0.259386,0.386303,0.689145,0.089813,0.005567,0.689474,0.542609,0.833750
7,20267932,0,1,1,1,0,f01110,f01110,1000,0.490890,0.034581,0.002143,0.488610,0.435916,0.546603,0.538893,0.040901,0.002535,0.543846,0.471745,0.598150,0.333970,0.099814,0.006187,0.328148,0.188889,0.505000
7,20267932,1,1,1,1,0,f11110,f11110,1000,0.578228,0.033548,0.002079,0.578210,0.521755,0.634249,0.538941,0.040920,0.002536,0.544301,0.470394,0.597311,0.689145,0.089813,0.005567,0.689474,0.542609,0.833750
7,20267932,0,0,0,0,1,f00001,f00001,1000,0.466684,0.036173,0.002242,0.464571,0.410157,0.526398,0.541575,0.020740,0.001285,0.536598,0.512940,0.572834,0.334377,0.099545,0.006170,0.329091,0.183158,0.505000
7,20267932,1,0,0,0,1,f10001,f10001,1000,0.560963,0.035700,0.002213,0.560034,0.501394,0.620177,0.541623,0.020611,0.001278,0.537592,0.512221,0.572698,0.692304,0.088859,0.005508,0.690667,0.548000,0.835385
7,20267932,0,1,0,0,1,f01001,f01001,1000,0.508886,0.036173,0.002242,0.506772,0.452358,0.568600,0.752583,0.020740,0.001285,0.747606,0.723948,0.783842,0.334377,0.099545,0.006170,0.329091,0.183158,0.505000
7,20267932,1,1,0,0,1,f11001,f11001,1000,0.603165,0.035700,0.002213,0.602235,0.543596,0.662378,0.752631,0.020611,0.001278,0.748600,0.723229,0.783706,0.692304,0.088859,0.005508,0.690667,0.548000,0.835385
7,20267932,0,0,1,0,1,f00101,f00101,1000,0.484284,0.036173,0.002242,0.482171,0.427757,0.543998,0.629575,0.020740,0.001285,0.624598,0.600940,0.660834,0.334377,0.099545,0.006170,0.329091,0.183158,0.505000
7,20267932,1,0,1,0,1,f10101,f10101,1000,0.578563,0.035700,0.002213,0.577634,0.518994,0.637777,0.629623,0.020611,0.001278,0.625592,0.600221,0.660698,0.692304,0.088859,0.005508,0.690667,0.548000,0.835385
7,20267932,0,1,1,0,1,f01101,f01101,1000,0.526486,0.036173,0.002242,0.524372,0.469958,0.586200,0.840583,0.020740,0.001285,0.835606,0.811948,0.871842,0.334377,0.099545,0.006170,0.329091,0.183158,0.505000
7,20267932,1,1,1,0,1,f11101,f11101,1000,0.620765,0.035700,0.002213,0.619835,0.561196,0.679978,0.840631,0.020611,0.001278,0.836600,0.811229,0.871706,0.692304,0.088859,0.005508,0.690667,0.548000,0.835385
7,20267932,0,0,0,1,1,f00011,f00011,1000,0.492511,0.034198,0.002120,0.491025,0.438444,0.547556,0.541575,0.020740,0.001285,0.536598,0.512940,0.572834,0.334041,0.099811,0.006186,0.328148,0.188889,0.505000
7,20267932,1,0,0,1,1,f10011,f10011,1000,0.579710,0.033177,0.002056,0.579029,0.524942,0.635549,0.541623,0.020611,0.001278,0.537592,0.512221,0.572698,0.689145,0.089813,0.005567,0.689474,0.542609,0.833750
7,20267932,0,1,0,1,1,f01011,f01011,1000,0.534712,0.034198,0.002120,0.533226,0.480646,0.589757,0.752583,0.020740,0.001285,0.747606,0.723948,0.783842,0.334041,0.099811,0.006186,0.328148,0.188889,0.505000
7,20267932,1,1,0,1,1,f11011,f11011,1000,0.621912,0.033177,0.002056,0.621230,0.567144,0.677751,0.752631,0.020611,0.001278,0.748600,0.723229,0.783706,0.689145,0.089813,0.005567,0.689474,0.542609,0.833750
7,20267932,0,0,1,1,1,f00111,f00111,1000,0.510111,0.034198,0.002120,0.508625,0.456044,0.565156,0.629575,0.020740,0.001285,0.624598,0.600940,0.660834,0.334041,0.099811,0.006186,0.328148,0.188889,0.505000
7,20267932,1,0,1,1,1,f10111,f10111,1000,0.597310,0.033177,0.002056,0.596629,0.542542,0.653149,0.629623,0.020611,0.001278,0.625592,0.600221,0.660698,0.689145,0.089813,0.005567,0.689474,0.542609,0.833750
7,20267932,0,1,1,1,1,f01111,f01111,1000,0.552312,0.034198,0.002120,0.550826,0.498246,0.607357,0.840583,0.020740,0.001285,0.835606,0.811948,0.871842,0.334041,0.099811,0.006186,0.328148,0.188889,0.505000
7,20267932,1,1,1,1,1,f11111,f11111,1000,0.639512,0.033177,0.002056,0.638830,0.584744,0.695351,0.840631,0.020611,0.001278,0.836600,0.811229,0.871706,0.689145,0.089813,0.005567,0.689474,0.542609,0.833750
8,20267969,0,0,0,0,0,f00000,f00000,1000,0.402540,0.035193,0.002181,0.402534,0.344439,0.458293,0.239879,0.041170,0.002552,0.245002,0.171564,0.298380,0.325483,0.095870,0.005942,0.325556,0.173571,0.482727
8,20267969,1,0,0,0,0,f10000,f10000,1000,0.500116,0.036274,0.002248,0.500409,0.440886,0.561058,0.239872,0.040877,0.002534,0.245840,0.171210,0.297821,0.694311,0.092744,0.005748,0.689565,0.540000,0.844000
8,20267969,0,1,0,0,0,f01000,f01000,1000,0.444742,0.035193,0.002181,0.444736,0.386641,0.500495,0.450887,0.041170,0.002552,0.456010,0.382572,0.509388,0.325483,0.095870,0.005942,0.325556,0.173571,0.482727
8,20267969,1,1,0,0,0,f11000,f11000,1000,0.542317,0.036274,0.002248,0.542610,0.483088,0.603260,0.450880,0.040877,0.002534,0.456848,0.382218,0.508829,0.694311,0.092744,0.005748,0.689565,0.540000,0.844000
8,20267969,0,0,1,0,0,f00100,f00100,1000,0.420140,0.035193,0.002181,0.420134,0.362039,0.475893,0.327879,0.041170,0.002552,0.333002,0.259564,0.386380,0.325483,0.095870,0.005942,0.325556,0.173571,0.482727
8,20267969,1,0,1,0,0,f10100,f10100,1000,0.517716,0.036274,0.002248,0.518009,0.458486,0.578658,0.327872,0.040877,0.002534,0.333840,0.259210,0.385821,0.694311,0.092744,0.005748,0.689565,0.540000,0.844000
8,20267969,0,1,1,0,0,f01100,f01100,1000,0.462342,0.035193,0.002181,0.462336,0.404241,0.518095,0.538887,0.041170,0.002552,0.544010,0.470572,0.597388,0.325483,0.095870,0.005942,0.325556,0.173571,0.482727
8,20267969,1,1,1,0,0,f11100,f11100,1000,0.559917,0.036274,0.002248,0.560210,0.500688,0.620860,0.538880,0.040877,0.002534,0.544848,0.470218,0.596829,0.694311,0.092744,0.005748,0.689565,0.540000,0.844000
